Codigo_Barea;Descripcion;Formato
5120038;SALCHICHON FUET MINI CAMPOFRIO PAVO 50 G.;12
5120025;SALCHICHON FUET NAVIDUL GRAN SELECCION 150 G.;16
5030011;SALCHICHON FUET NOBLEZA EL POZO =POR PIEZA.=;18
5128787;SALCHICHON FUET SALGOT 180 G.;17
5120056;SALCHICHON FUET SALGOT LLAMINETS 80 G.;16
5112358;SALCHICHON FUET SOLA EXTRA 175 G.;20
5120231;SALCHICHON GESTER EXTRA A LA PIMIENTA P.K.;2
5120242;SALCHICHON GESTER SEGUNDA P.K.;5
5120028;SALCHICHON GLACIAR EXTRA MITADES P.K.;2
5040058;SALCHICHON GOIKOA EXTRA  LONCHAS 80 G.;15
5040155;SALCHICHON GOIKOA PAVO GOIPAVO P.K.;2
5113008;SALCHICHON IBERICO ALJOMAR LONCHAS 100 G.;16
5113009;SALCHICHON IBERICO COVAP BELLOTA LONC. 200 G.;14
5110301;SALCHICHON IBERICO COVAP LONCHAS 100 G.;12
5120015;SALCHICHON IBERICO NAVIDUL 50 G.;24
5021074;SALCHICHON IBERICO NAVIDUL BIPACK 2 X 60 G.;12
5110009;SALCHICHON IBERICO VILLAR EXTRA LONCHAS 50 GR;24
5120009;SALCHICHON JASPER A LA PIMIENTA LONCHAS 100 G;20
5122727;SALCHICHON JASPER A LA PIMIENTA LONCHAS 70 G;20
5120005;SALCHICHON JASPER A LA PIMIENTA P.K.;2
5120051;SALCHICHON JASPER EXTRA ARTESANO P.K.;4
5120002;SALCHICHON JASPER EXTRA CULAR P.K.;4
5129692;SALCHICHON M.BARRAGAN AL AJO (POR KILO);5
5120150;SALCHICHON MONT-PALAU PIMIENTA 150 G.LONCHAS;15
5050098;SALCHICHON NAVIDUL GRAN SELECCION LONCHAS 110 G.;16
5110095;SALCHICHON PAMPLONICA EXTRA PICADO FINO P.K;5
5030045;SALCHICHON PAVO EL POZO LONCHAS 80 G.;14
5050060;"SALCHICHON PAYES EXTRA CASA RIERA ORDEIX"" PK""";7
5110020;SALCHICHON PRIMERA VILLAR 475 G.;15
5031110;SALCHICHON PROLONGO AL AJILLO COC.100 G.;15
5128778;SALCHICHON PROLONGO DE PAVO MITADES P.K.;8
5120003;SALCHICHON PROLONGO DE PAVO P.K.;4
5035575;SALCHICHON PROLONGO LONCHAS 500 G.;6
5113091;SALCHICHON PROLONGO PAVO LONCH.80 G.;18
5021186;SALCHICHON REVILLA LONCHAS 80 G.;16
5120017;SALCHICHON REVILLA LONCHAS 85 GR.;17
5120055;SALCHICHON REVILLA PAVO 80 G.;17
5120045;SALCHICHON TURON CLASICO P.K.;4
5120388;SALCHICHON TURON P.K.;3
5120044;SALCHICHON TURON SUPER.PIEZ/CORT 500 G. PR.UDAD..;10
5120039;SALCHICHON VIC SALGOT 300 G.;10
5118585;SALCHICHON VILLAR EXTRA CULAR P.K.;4
5110007;SALCHICHON VILLAR EXTRA LONCHAS 90 GRS.;24
5321164;SALCHICHONADA DE PAVO M.BARRAGAN 100 G.;20
8524552;SALERO CRISTAL REF.1514;24
8528251;SALERO PORVASAL BLANCO 7,5X4,5 CM.;24
5320196;SALMON AHUM.DGUEZ LOMITOS 250 G.;6
5320089;SALMON AHUM.DGUEZ LOMOS  700 G.TARRINA;6
5230772;SALMON AHUM.DGUEZ LONCHAS 700 G.TARRINA;6
5320197;SALMON AHUM.DGUEZ SUPREME LONCHAS 250 G.;4
5320224;SALMON AHUM.LAMARDETAPAS 130 G.TARRINA;8
5320094;SALMON AHUMADO FISH LINE 100 G.SOBRES;10
5320093;SALMON AHUMADO FISH LINE 200 G.SOBRES;10
5320090;SALMON AHUMADO FISH LINE 700 G LAMAS PRECORTADO;10
5320091;SALMON AHUMADO FISH LINE 700 G TARRINA;9
5320031;SALMON AHUMADO MARINADO MARTIKO 80 G.SOBRE;5
5320102;SALMON AHUMADO MARTIKO 200 G.;5
5320116;SALMON AHUMADO MARTIKO 650 G. TARRINA;6
5320030;SALMON AHUMADO MARTIKO 80 G.SOBRE;5
5320299;SALMON AHUMADO MARTIKO AL CURRY 80 G.SOBRE;5
5320300;SALMON AHUMADO MARTIKO AL ENELDO 80 G.SOBRE;5
5320110;SALMON AHUMADO MARTIKO DUO 2 X 50 G.;5
5320042;SALMON AHUMADO MARTIKO NORUEGO PLANCHA.P.K.;8
5320129;SALMON AHUMADO MARTIKO RECORTES P.K.;15
5327887;SALMON AHUMADO NORUEGO AL WHISKY MARTIKO 80 GR.;5
5320141;SALMON AHUMADO NORUEGO ANFELE PLANCHA 700 GR.;5
5327579;SALMON AHUMADO NORUEGO ANFELE SOBRES 350 GR.;10
5320122;SALMON AHUMADO NORUEGO ANFELE TARRINA 950 GR.;6
5320115;SALMON AHUMADO NORUEGO MARTIKO 180 G. LATA;6
5320128;SALMON AHUMADO NORUEGO MARTIKO 400 GR.;10
5320046;SALMON AHUMADO NORUEGO SKANDIA BASIC 100 G.;6
5320045;SALMON AHUMADO NORUEGO SKANDIA BASIC 400 G.;6
5320910;SALMON AHUMADO RIO NORTE 400 G. SOBRES;12
1070123;SALMON AHUMADO RIONORTE LONCHAS 700 G.;4
5320085;SALMON AHUMADO SKANDIA 650 G.TARRINA;6
5327021;SALMON AHUMADO SKANDIA AL CAVA 80 G.;6
5327022;SALMON AHUMADO SKANDIA AL ENELDO/BAYAS ROJAS 80 G.;6
5320179;SALMON AHUMADO SKANDIA ESPC.CANAPES 200 G.;4
5320445;SALMON AHUMADO SKANDIA TIRAS 1 K. BANDEJA;8
5321131;SALMON AHUMADO VALERA 700 G.;1
5320350;SALMON AHUMADO VALKIRIA LATA 180 G.;6
5558545;SALMON ELAB.TAQUITOS 6x800 GR.;6
1050013;SALMON FIL.CALVO ACTE.OLIVA RR-110;10
1050033;SALMON FIL.CALVO ACTE.OLIVA RR-150;24
1050014;SALMON FIL.CALVO NATURAL RR-110;10
1050022;SALMON FIL.CALVO NATURAL RR-150;24
5559091;SALMON FILETE SALAR 900/1300 15KG CLR;1
5320020;SALMON FILETE SDN;1
5320032;SALMON NATURE MARTIKO SIN AHUMAR 80 G.SOBRE;5
7750631;SALMON TOPPING C-753 20x8 GRAMOS;1
4030125;SALMOREJO ARTEOLIVA BRIK 1 L.;12
4030029;SALMOREJO DIFRISUR 1 KG.;8
4030034;SALMOREJO DON SIMON PURE  PACK 750 ML.;12
4030068;SALMOREJO RAMOS VEGA 1 L.;24
8111891;SALON BELLEZA PRETTY GIRL REF-MK335J;1
8111902;SALON PELUQUERIA C/ACCESORIOS MK336J/3883;1
8111037;SALON PELUQUERIA CHIC ACCESORIOS MKMK896513;1
5320331;SALPICON AHUMADOS ACTE.LAMARDET TARRINA 600 G.;4
5570008;SALPICON DE MARISCO DELFIN 1 K.PREC.EST;6
5310841;SALPICON DE MARISCO EL MI•ARRO CONG. 1 K.;10
3328093;SALSA A LA PIMIENTA KNORR GARDE D`OR 1 L.;6
3320472;SALSA A LA PIMIENTA LIQUIDA NESTLE CHEF 1.5 K;6
3320037;SALSA A LA PIMIENTA VERDE KNORR 660 G.;6
3328585;SALSA A LA PIMIENTA VERDE KNORR 750 G.;6
3310025;SALSA AGRIDULCE CHOVI BOTE 285 ML.;6
3320005;SALSA AJONESA CHOVI BOTE 250 G.;12
3328787;SALSA ALI OLI AJO NEGRO S.MONEDERO 135 G;12
3320046;SALSA ALIOLI ARTEOLIVA BRIK 125 ML PACK3;8
3328091;SALSA ALIOLI BARESOL 1.850 ML. CUBO;4
3327004;SALSA ALIOLI CALVE 225 ML.;12
3320001;SALSA ALIOLI CHOVI 140 BOLSAS 20 G.;1
3320033;SALSA ALIOLI CHOVI BOTE 250 G.;12
3320951;SALSA ALIOLI CHOVI CUBO 2 K.;4
3320104;SALSA ALIOLI HEINZ 220 ML.;8
3320962;SALSA ALIOLI MORTERO CHOVI TARRINA 200 G. FRIO;12
3310039;SALSA ALIOLI MORTERO ROJO CHOVI 200 ML;12
3310038;SALSA ALIOLI MORTERO VERDE CHOVI 200 ML;12
3327295;SALSA ALIOLI YBARRA CRISTAL 225 G.;12
3320881;SALSA ALIOLI YBARRA CUBO 1.8 L.;2
3320102;SALSA AMERICAN BURGER HEINZ 220ML.;8
3325858;SALSA AMERICAN SMOKEY HELLMANNS 200 ML.;6
3320132;SALSA ANDALOUSE HEINZ 220 ML.;8
3327006;SALSA ATUN CALVE 225 ML.;12
4345555;SALSA BALSAMICA DO•A PEPA A LA MIEL 600 G.;15
4340016;SALSA BALSAMICA DO•A PEPA FRUT.BOSQUE 600 ML.;15
4340014;SALSA BALSAMICA DO•A PEPA PEDRO XIMENEZ 600 ML.;15
4340011;SALSA BALSAMICA DO•A PEPA VINAGRE JEREZ 600 ML.;15
4340008;SALSA BALSAMICA DO•A PEPA VINAGRE MODENA 600 ML.;15
4340015;SALSA BALSAMICA DO•A PEPA VINO TINTO 500 ML.;15
3325001;SALSA BARBACOA BARESOL 1,850 ML.;6
3325002;SALSA BARBACOA BARESOL 370 G. BOCABAJO;6
3320822;SALSA BARBACOA CASA FIESTA 2.4 L.BIDON;6
3320031;SALSA BARBACOA CHOVI BOTE 300 G.;12
3320156;SALSA BARBACOA HEINZ CAJA 200 BOLSITAS X 10 G.;1
3320183;SALSA BARBACOA HEINZ CLASSIC 400 GR.;10
3320013;SALSA BARBACOA HEINZ CONDIMENT 220 ML.;8
3320018;SALSA BARBACOA HEINZ CUBO 1,8 L.;6
3320058;SALSA BARBACOA HEINZ PL«ÅSTICO 1 K.;8
3327007;SALSA BARBACOA HELLMANS 250 ML.;8
3320111;SALSA BARBACOA HP 465 GR.;8
3320068;SALSA BARBACOA HUNTS HICKORY & BROW SUGAR 510 G.;12
3320067;SALSA BARBACOA HUNTS MIEL Y MOSTAZA 510 G.;12
3320066;SALSA BARBACOA HUNTS ORIGINAL 510 G.;12
7918886;SALSA BARBACOA NAT.ZERO 0% GRASA 320 G;1
3320035;SALSA BARBACOA TEXAS YBARRA 250 ML.;8
3320660;SALSA BARBACOA YBARRA PET.250 G.;12
3320101;SALSA BECHAMEL ARTEOLIVA 500 ML.;10
4220026;SALSA BECHAMEL G.BLANCA PARA GRATINAR 39 G.;27
3325396;SALSA BECHAMEL G.BLANCA SOBRE 52 GR.;27
4220032;SALSA BECHAMEL GARDE D∂ÔOR 1 L.;12
3320074;SALSA BECHAMEL KNORR CASERA BRIK 500ML.;12
4713394;SALSA BECHAMEL KNORR SOBRE 38 G.;16
3329793;SALSA BECHAMEL RENY PICOT BRIK 500 G.;6
3320107;SALSA BLUE CHEESE HEINZ 220 ML.;8
3320012;SALSA BLUE CHEESE HEINZ 400 ML.;10
3329690;SALSA BLUE-CHEESE REMIA 250 ML.;6
3320127;SALSA BOLETUS ASTURIANAS 275 G.BTLA CRISTAL;12
4710075;SALSA BOLO•ESA GALLO CRISTAL 260 G.;12
7918898;SALSA BOLO•ESA NAT.ZERO 0% GRASA 320 G;1
3320002;SALSA BOTANAS BUFALO 360 G.;24
3320021;SALSA BRAVA BARESOL 1,850 ML.;6
3328592;SALSA BRAVA BARESOL 300 G.;6
3310024;SALSA BRAVA CHOVI BOTELLA 250 ML.;12
3310032;SALSA BRAVA CHOVI TARRINA 150 GR. FRIO;6
3327008;SALSA BRAVA HELLMANS 250 ML.;8
3320036;SALSA BRAVA MEXICANA YBARRA 250 ML.;8
3326777;SALSA BRAVA ORLANDO 250 ML.;10
3327987;SALSA BRAZILIAN SPICY HELLMANNS 200 ML.;6
3320166;SALSA BUITONI BOLO•ESA 400 G;12
3320240;SALSA BUITONI NAPOLITANA 400 G CRISTAL;12
3320105;SALSA CAESAR HEINZ 220 ML;8
3320306;SALSA CALVE BOCABAJO PATATAS DE LUXE 250 ML.;8
3320365;SALSA CARBONARA KNORR BRIK 300 G.;12
3321273;SALSA CASERA RAMOS VEGA 170 G.;12
3310036;SALSA CESAR CHOVI AMBIENTE BOTELLA 250 ML;6
3310029;SALSA CESAR CHOVI BOTE 250 ML. FRIO;6
7918887;SALSA CESAR NAT.ZERO 0% GRASA 320 G;1
3320014;SALSA CHILI HEINZ CONDIMENT  280 ML.;8
4228696;SALSA CHILINDRON G.BLANCA SOBRE 52 G.;27
3320020;SALSA CHIMICHURRI S.MONEDERO 285 ML.;12
3320040;SALSA CHIMICHURRI S.MONEDERO1 L.;6
3327003;SALSA CHINA CALVE 250 ML.;6
3320125;SALSA CINCO PIMIENTA ASTURIANAS 278 G.BTLA CRISTAL;12
3310021;SALSA COCKTAIL CHOVI BOTE 250 ML.;6
1330034;SALSA COCKTAIL HEINZ 220 ML;8
3320057;SALSA COCKTAIL HEINZ PL«ÅSTICO 875 G.;8
3324893;SALSA COCTEL BARESOL 1.850 ML. CUBO;4
3328877;SALSA COCTEL BARESOL 5 LITROS CUBO;2
3323594;SALSA COCTEL CALVE/ROSA CRISTAL 250 G.;12
3320142;SALSA COCTEL YBARRA CRISTAL 195 G.;12
3322796;SALSA COCTEL YBARRA CRISTAL 225 G.;12
3320143;SALSA COCTEL YBARRA CRISTAL 390 ML.;12
3322097;SALSA COCTEL YBARRA CRISTAL 450 G.;12
3320553;SALSA COCTEL YBARRA CUBO 1.8 K.;2
3320089;SALSA COCTEL YBARRA PACK AHORRO 2X225 G.;6
3322594;SALSA CRIOLLO MONTEALBOR 900 G.;6
3322690;SALSA CRIOLLO MONTEALBOR TARRO CRISTAL 180;15
3310023;SALSA CURRY CHOVI BOTE 280 ML.;12
3320016;SALSA CURRY HEINZ CONDIMENT 270 ML.;8
3320187;SALSA CURRY KORMA SUAVE PATAKS 350 G.TARRO;6
1330033;SALSA DE AJO HEINZ 220 ML.;8
3329896;SALSA DEMI-GLACE KNORR 900 G.;6
3328092;SALSA DEMI-GLACE KNORR GARDE D`OR 1 L.;6
3320645;SALSA DIP MEDIUM CASA FIESTA 1 K.CRISTAL;6
3329002;SALSA ENSALADA MIEL MOSTAZA LIGERESA 450 ML.;6
3329010;SALSA ENSALADA YOGURT LIGERESA 450 ML.;6
3320019;SALSA ENSALADAS CESAR CALVE/HELLMANN'S 1 L.;6
3320011;SALSA ENSALADAS HEINZ CAESAR 420 ML.;10
3320034;SALSA ENSALADAS HEINZ YOGURT 405 GR.;10
3325092;SALSA FONDO DEMIGLACE NESTLE 1,5 K.;6
3320531;SALSA FONDO DEMIGLACE NESTLE 1.2 K.;6
3320086;SALSA FRAMBUESA XUP-XUP 250 ML.;6
3320866;SALSA FRY AGRIDULCE BLUE DRAGON  120 G.SOBRES;12
3325150;SALSA GAUCHA SACHET CAJA 200 SOBRES X 12 ML.;1
3327090;SALSA GAUCHA YBARRA CRISTAL 225 G.;12
3321220;SALSA GAUCHA YBARRA CUBO 1.8 K.;2
3320184;SALSA GAUCHA YBARRA PET 300 ML.;8
3320052;SALSA GAUCHA YBARRA PET 400 G.;12
3320833;SALSA GUACAMOLE CASA FIESTA 1 K.CRISTAL;6
3320130;SALSA GUACAMOLE MINI OLD EL PASO 190 G.;12
3320656;SALSA GUACAMOLE SANTA MARIA 250 G.;12
3320004;SALSA GUACAMOLE SQUEEZE OLD EL PASO 295 G.;8
3320321;SALSA HELLMANS BOCABAJO BURGER 250 ML.;8
1330032;SALSA HOT GREEN JALAPE•O HEINZ 150 ML.;6
1330031;SALSA HOT YELLOW HABANER HEINZ 150 ML.;6
3320122;SALSA HP 255 G. CRISTAL;12
3320936;SALSA HP BOTE 2,3 LITROS;2
3328789;SALSA JAPANESE ATICKY HELLMANS 200 ML.;6
3327778;SALSA KEBAB HELLMANS 250 ML.;8
3310026;SALSA KEBAB HOT CHOVI BOTE 270 ML.;12
3326085;SALSA KEBAB MILLAS 1,850 K;6
3320032;SALSA KEBAB WHITE CHOVI BOTE 250 G.;12
3323995;SALSA KETCHUP BARESOL 1.850 ML.;6
3324094;SALSA KETCHUP BARESOL 300 G.;6
3325003;SALSA KETCHUP BARESOL 370 G. BOCABAJO;6
3330390;SALSA KETCHUP BARESOL SOBRE CAJA 275 U.11 G.;1
3326390;SALSA KETCHUP CALVE PLASTICO 278 G.;8
3321194;SALSA KETCHUP CALVE PLASTICO 482 G.;12
3310019;SALSA KETCHUP CHOVI BOTE 450 ML.;12
1330028;SALSA KETCHUP CULINAIR AJO HEINZ CRISTAL 300 GR.;8
1330029;SALSA KETCHUP CULINAIR BALSAMICO HEINZ TARRO 300GR;8
3328080;SALSA KETCHUP HEINZ 2.15 L.BOTE;2
1330026;SALSA KETCHUP HEINZ 342 GR. PLASTICO;10
3328496;SALSA KETCHUP HEINZ 570 G.PLASTICO EXTRA C.;10
1330027;SALSA KETCHUP HEINZ 700 GR. PLASTICO;10
3320153;SALSA KETCHUP HEINZ CAJA 200 BOLSITAS X 10 G.;1
3320133;SALSA KETCHUP HEINZ CAJA 300 SOBRESx10 G.;1
3323892;SALSA KETCHUP HEINZ CRISTAL 340 G.;12
3320023;SALSA KETCHUP HEINZ PLAST. 1.5 K.;6
3320056;SALSA KETCHUP HEINZ PLASTICO 1 K.;8
3320028;SALSA KETCHUP HELLMANS 430 ML.;12
3310086;SALSA KETCHUP LIGERESA 465 G.;12
7918885;SALSA KETCHUP NAT.ZERO 0% GRASA 320 G;1
3327878;SALSA KETCHUP ORLANDO  BOTE PLASTICO 265 G.;10
3320891;SALSA KETCHUP ORLANDO  BOTE PLASTICO 300 G.;12
3320295;SALSA KETCHUP ORLANDO BOTE PLAST 1800GR.;6
3328290;SALSA KETCHUP PRIMA BOTE PLASTICO 1,800;6
3321494;SALSA KETCHUP PRIMA BOTE PLASTICO 325 G.;12
3320026;SALSA KETCHUP PRIMA BOTE PLASTICO 500 G.;12
3321275;SALSA KETCHUP PRIMA BOTE PLASTICO 600 G.;12
3320075;SALSA KETCHUP PRIMA CAJA 220 SOBRESx10 G.;1
3321515;SALSA KETCHUP PRIMA CAJA 230+40 SOBRESx10 G.;1
3325558;SALSA KETCHUP PRIMA CAJA 270 SOBRESx10 G.(1+1);1
3320116;SALSA KETCHUP PRIMA XL BOTE PLASTICO 800 G.;12
3321895;SALSA KETCHUP PROCER CASA LOUIT 250 G.;12
3320715;SALSA KETCHUP YBARRA PET 400 G.;12
4227199;SALSA KNORR POLLO CHILINDRON 18 S.;18
3320730;SALSA MAYONESA CON MOSTAZA YBARRA PET 250 G.;12
3320055;SALSA MEDITERRANEA SALTERAS CRISTAL 180 GR.;6
3320070;SALSA MEDITERRANEA SALTERAS CRISTAL 900 GR.;6
3320129;SALSA MEJICANA MINI OLD EL PASO 190 G.;12
3320048;SALSA MEJICANA SQUEEZE OLD EL PASO 295 G.;8
3329595;SALSA MEXICANA OLD EL PASO 312 G.;12
3310037;SALSA MIEL Y MOSTAZA CHOVI AMBIENTE BOTELLA 255 GR;6
3310031;SALSA MIEL Y MOSTAZA CHOVI BOTE 250 ML. FRIO;6
3320108;SALSA MIEL Y MOSTAZA HEINZ 220 ML;8
3320109;SALSA MIEL Y MOSTAZA HEINZ 400 ML.;10
3320774;SALSA MOJO CANARIO PESCADO SALTERAS 180 G.;6
3320181;SALSA MOJO PICON CANARIO MONTEALBOR 180 G.;15
3320190;SALSA MOJO PICON MONTEALBOR BARRIL 900 G.;6
3321274;SALSA MOJO PICON RAMOS VEGA 170 G.;12
3321242;SALSA MOJO PICON RAMOS VEGA 900 G.;6
3320141;SALSA MOJO PICON RAMOS VEGA CAJA 100 SOBRES 20 ML.;1
3320461;SALSA MOJO PICON SALTERAS CRISTAL 180 GR.;6
3320752;SALSA MOJO PICON SALTERAS CRISTAL 920 G.;6
3325597;SALSA MOSTAZA AMERICANA HELLMANS 265 ML.;8
3324290;SALSA MOSTAZA BARESOL 1.850 ML.;6
3328791;SALSA MOSTAZA BARESOL 300 G.;6
3330191;SALSA MOSTAZA BARESOL SOBRE CAJA 300 U.5 G.;1
3310020;SALSA MOSTAZA CHOVI 260 GR.;12
3320069;SALSA MOSTAZA GULDENS AMERICANA DOSIF.340 G.;12
3320155;SALSA MOSTAZA HEINZ CAJA 200 BOLSITAS X 10 G.;1
3320134;SALSA MOSTAZA HEINZ CAJA 250 SOBRESx5 G.;1
3320059;SALSA MOSTAZA HEINZ PL«ÅSTICO 925 G.;8
3314542;SALSA MOSTAZA HELLMANS 250 G.;8
3320284;SALSA MOSTAZA LOUIT A LA ANTIGUA  115 G.;12
3320273;SALSA MOSTAZA LOUIT DIAFANA  115 G.;12
3320286;SALSA MOSTAZA MAILLE A LA ANTIGUA 210 GR.;12
3320285;SALSA MOSTAZA MAILLE DIJON ORIGINAL 215 GR. ;12
3320128;SALSA MOSTAZA MIEL ASTURIANAS 333 G.BTLA CRISTAL;12
7918757;SALSA MOSTAZA MIEL NAT.ZERO 0% GRASA 320 G;1
3321391;SALSA MOSTAZA ORLANDO BOTE PLAST. 1800 GR.;6
3325995;SALSA MOSTAZA ORLANDO BOTE PLASTICO 260 G.;10
3322395;SALSA MOSTAZA ORLANDO BOTE PLASTICO 300 G.;12
3320065;SALSA MOSTAZA PRIMA 330 G.;12
3320022;SALSA MOSTAZA PRIMA CAJA 180 SOB.4 G.;1
3320038;SALSA MOSTAZA Y MIEL CALVE/HELLMANN'S 1 L.;6
3320100;SALSA MRS.BRIDGES BARBACOA AHUMADA 200 G.;6
3320098;SALSA MRS.BRIDGES BLUE STILTON 200 G.;6
3320096;SALSA MRS.BRIDGES CRAMBERRY∂™PORT SAUCE 200 G.;6
3320099;SALSA MRS.BRIDGES MAYONESA CLASSIC 190 G.;6
3320115;SALSA MRS.BRIDGES MOSTAZA CHILI 200 G.;6
3320114;SALSA MRS.BRIDGES MOSTAZA DIJON 200 G.;6
3320113;SALSA MRS.BRIDGES MOSTAZA MIEL&CHAMPAGNE 200 G.;6
3320097;SALSA MRS.BRIDGES TARTARA  200 G.;6
3321161;SALSA NESTLE CREMOSA SETAS 1 K.;6
3320124;SALSA P.PIQUILLO ASTURIANAS 278 G.BTLA CRISTAL;12
3320050;SALSA PAPAS BRAVAS MILLA 1.850 ML.;4
3310006;SALSA PARA ENSALADAS CALVE CESAR 235 ML;6
3310004;SALSA PARA ENSALADAS CALVE MOSTAZA Y MIEL 235 ML;6
3310002;SALSA PARA ENSALADAS CALVE YOGURT 235 ML;6
7750636;SALSA PARA FIDEOS SALTEADOS YAKISOBA 500 ML 309A;1
3320123;SALSA PEDRO XIMENEZ ASTURIANA 330 G.BTLA CRISTAL;12
3320095;SALSA PEDRO XIMENEZ SALTERAS CRISTAL 180 GR.;6
3321792;SALSA PERRINS 5 ONZAS CRISTAL 150ML.;12
3320940;SALSA PERRINS BOTE 2 LITROS;4
7751066;SALSA PICANTE KIMUCHI NO MOTO 190GR 209;1
3321150;SALSA PICANTE LOUSSIANA CHOVI 100 G.;20
3321390;SALSA PICANTE RAMOS VEGA 170 G.;12
3322293;SALSA PICANTE TABASCO ROJO 150 ML.;12
3322292;SALSA PICANTE TABASCO ROJO 60ML.;12
3320343;SALSA PIMIENTA KNORR BRIK 300 G.;12
3328194;SALSA PIMIENTA VERDE CALVE CRISTAL 225 G.;12
3310022;SALSA PIMIENTA VERDE CHOVI BOTE 300 ML.;12
3310033;SALSA PIMIENTA VERDE CHOVI SALSERA 100 ML. FRIO;8
3325293;SALSA PIMIENTA VERDE G.BLANCA 50 G.;27
3320855;SALSA PIZZA MARTINETE LATA 5 K.;3
1330018;SALSA PIZZA ORLANDO HOSTELERIA BRIK 2.1 KG.;6
3328990;SALSA PIZZA ORLANDO LATA 3 K.;6
3320076;SALSA PIZZA SOLIS 220 G.;12
4220027;SALSA POLLO AL CHILINDRON G.BLANCA CAZUELA 39 G.;27
3320047;SALSA QUESO ARTEOLIVA BRIK 125ML PACK3;8
3320126;SALSA QUESO CABRALES ASTURIANAS 278 G.BTLA CRISTAL;12
3320188;SALSA QUESO CHEDDAR CULINARY JOURNEY 1.350 KG.LATA;4
3320081;SALSA QUESO CHEDDAR LA FUENTE CUBO 3 KG.;2
3320623;SALSA QUESO CHEDDAR SANTA MARIA 250 G.LATA;12
3320131;SALSA QUESO MINI OLD EL PASO 190 G.;12
1330030;SALSA RED HOT CHIPOTLE HEINZ 150 ML;6
3320085;SALSA REMOLACHA XUP-XUP 250 ML.;6
3310034;SALSA ROQUEFORT CHOVI SALSERA 100 ML. FRIO;8
4210150;SALSA ROQUEFORT G.BLANCA 23 GR.;27
3320017;SALSA ROQUEFORT HEINZ CUBO 1.8 L.;6
3320542;SALSA ROQUEFORT KNORR 715 G.BOTE PLASTICO;6
3320575;SALSA ROQUEFORT LIQUIDA NESTLE CHEF 1.5 K.;6
3327192;SALSA ROQUEFORT YBARRA CRISTAL 225 G.;12
3320185;SALSA ROQUEFORT YBARRA PET 300 ML.;8
3329093;SALSA ROSA HEINZ CUBO 3,600 L.;4
4220451;SALSA ROUX CLARO KNORR 1 K.;6
4220016;SALSA ROUX NESTLE BLANCO CHEF 1 K.;6
4225252;SALSA ROUX NESTLE OSCURO CHEF 780 K.;6
4220031;SALSA ROUX OSCURO KNORR 1 K.;6
3320110;SALSA SALAD CREAM HEINZ 460 GR.;10
7750639;SALSA SAZONADORA TONKATSU SAUCE 170 ML   330;1
4710005;SALSA SETAS GALLO CRISTAL 260 G.;12
3310027;SALSA SOJA CHOVI BOTE 150 ML.;12
3320080;SALSA SOJA HEINZ 150 ML.;12
3320010;SALSA SOJA HEINZ 200 ML.;6
7751064;SALSA SOJA KIKKOMAN ESTANDAR 150ML 329;6
7751065;SALSA SOJA MARUDAIZU SHOYU 150ML 315;1
3326878;SALSA SOJA MILLAS 1,850 K.;6
3321010;SALSA SOJA WE WONG 1 L.;12
3310009;SALSA SUAVE HELLMANS 5 L.;1
3310285;SALSA SUAVE LIGERESA BOCABAJO 430 ML.PLASTICO;12
3310290;SALSA SUAVE LIGERESA BOTE CRISTAL 225 ML.;12
3311191;SALSA SUAVE LIGERESA BOTE CRISTAL 450 ML.;12
3327787;SALSA SUAVE YBARRA CASERA 450 G.;12
3316492;SALSA SUAVE YBARRA LIGERA CRISTAL,450 ML.;12
3321013;SALSA SUKIYAKI KIKKOMAN 250 ML;6
4710110;SALSA SUPER BOLO•ESA GALLO 400 G.;8
3310028;SALSA TABASCO CHOVI BOTE 60 ML.;12
3327005;SALSA TARTARA CALVE 225 ML.;12
3321111;SALSA TERIYAKI BLUE DRAGON 1 L.;6
3321012;SALSA TERIYAKI KIKKOMAN 250 ML;6
3327002;SALSA TEXA BARBACOA CALVE 250 ML.;6
3320186;SALSA TIKKA MASALA PATAKS 350 G.TARRO;6
3320007;SALSA TOMATE KNORR SOFRITO 410 CRISTAL;8
3320041;SALSA TRACKLEMENTS ARANDANOS AL OPORTO TARRO 170 G;12
3320042;SALSA TRACKLEMENTS CUMBERLAND TARRO 180 G.;12
3320043;SALSA TRACKLEMENTS ENELDO TARRO 145 G.;12
3320044;SALSA TRACKLEMENTS MENTA CONCENTRADA TARRO 180 G.;12
3320103;SALSA TRES PIMIENTAS HEINZ 220 ML.;8
3325195;SALSA TRES PIMIENTAS NESTLE 1,08 K.;6
7750638;SALSA TSUYU 360ML 0310;1
3325050;SALSA VERDE MONTEALBOR 180 G.;15
3320027;SALSA VERDE MONTEALBOR 900 G.;6
3327001;SALSA VINAGRE MODENA SALTERAS CRISTAL 180 GR.;4
3320024;SALSA VINAGRETA CALVE TRADICIONAL 450 ML.;6
3328887;SALSA WASABI SUAVE HELLMANS 250 ML.;8
3320682;SALSA WHISKY MONTEALBOR 1 K.;6
3320671;SALSA WHISKY MONTEALBOR CRISTAL 180 G.;15
3321280;SALSA WHISKY RAMOS VEGA 170 G.;12
3321185;SALSA WHISKY RAMOS VEGA 900 G.;6
3320140;SALSA WHISKY RAMOS VEGA CAJA 100 SOBRES 20 ML.;1
3320071;SALSA WHISKY SALTERAS 180 GR.;6
